"fid","dim","iid","rep","basic.dim","basic.observations","basic.lower_min","basic.lower_max","basic.upper_min","basic.upper_max","basic.objective_min","basic.objective_max","basic.blocks_min","basic.blocks_max","basic.cells_total","basic.cells_filled","basic.minimize_fun","basic.costs_fun_evals","basic.costs_runtime","ela_distr.skewness","ela_distr.kurtosis","ela_distr.number_of_peaks","ela_distr.costs_fun_evals","ela_distr.costs_runtime","ela_meta.lin_simple.adj_r2","ela_meta.lin_simple.intercept","ela_meta.lin_simple.coef.min","ela_meta.lin_simple.coef.max","ela_meta.lin_simple.coef.max_by_min","ela_meta.lin_w_interact.adj_r2","ela_meta.quad_simple.adj_r2","ela_meta.quad_simple.cond","ela_meta.quad_w_interact.adj_r2","ela_meta.costs_fun_evals","ela_meta.costs_runtime","disp.ratio_mean_02","disp.ratio_mean_05","disp.ratio_mean_10","disp.ratio_mean_25","disp.ratio_median_02","disp.ratio_median_05","disp.ratio_median_10","disp.ratio_median_25","disp.diff_mean_02","disp.diff_mean_05","disp.diff_mean_10","disp.diff_mean_25","disp.diff_median_02","disp.diff_median_05","disp.diff_median_10","disp.diff_median_25","disp.costs_fun_evals","disp.costs_runtime","limo.avg_length.reg","limo.avg_length.norm","limo.length.mean","limo.length.sd","limo.cor.reg","limo.cor.norm","limo.ratio.mean","limo.ratio.sd","limo.sd_ratio.reg","limo.sd_ratio.norm","limo.sd_mean.reg","limo.sd_mean.norm","limo.costs_fun_evals","limo.costs_runtime","nbc.nn_nb.sd_ratio","nbc.nn_nb.mean_ratio","nbc.nn_nb.cor","nbc.dist_ratio.coeff_var","nbc.nb_fitness.cor","nbc.costs_fun_evals","nbc.costs_runtime","pca.expl_var.cov_x","pca.expl_var.cor_x","pca.expl_var.cov_init","pca.expl_var.cor_init","pca.expl_var_PC1.cov_x","pca.expl_var_PC1.cor_x","pca.expl_var_PC1.cov_init","pca.expl_var_PC1.cor_init","pca.costs_fun_evals","pca.costs_runtime","ic.h.max","ic.eps.s","ic.eps.max","ic.eps.ratio","ic.m0","ic.costs_fun_evals","ic.costs_runtime"
1,2,1,1,2,100,-5,-5,5,5,79.8334421571368,134.267034911139,1,1,1,1,TRUE,0,0,0.788310363348954,0.0268652670302618,1,0,0.0300000000000002,0.281659327790948,97.6029936666037,0.252706007208414,2.44062323605536,9.65795496124675,0.275476156618821,1,1,1,0,0,0.2516591918353,0.220489866831606,0.334577969606013,0.507620743535842,0.257438356005755,0.239987442972128,0.339554854565263,0.518492492599623,-3.94137404611257,-4.10553717508278,-3.50465602261955,-2.59327140936156,-3.82314069413562,-3.9129881785947,-3.40035703726091,-2.4790816506117,0,0.0200000000000005,2.45367114879981,1,2.45367114879981,NA,NA,NA,9.65795496124675,NA,NA,NA,NA,NA,0,0,1.0180782277339,0.902529230037866,0.565947688824127,0.163820740817436,-0.445705355235168,0,0.00999999999999979,1,1,0.333333333333333,1,0.529215468029091,0.529206941999312,0.921845438616529,0.516514116248808,0,0.0200000000000005,0.783331203523727,1.10610610610611,2.78898029238044,0.685685685685685,0.387755102040816,0,0.84
1,2,1,2,2,100,-5,-5,5,5,79.7417086938863,131.084157480156,1,1,1,1,TRUE,0,0,0.752737052522081,-0.104220887321121,1,0,0.0499999999999998,0.281212420683867,97.5335529827941,0.77695398118771,2.34854877562619,3.02276432387415,0.281237059150878,1,1,1,0,0.0100000000000007,0.195041266634608,0.260452144069357,0.335838799565102,0.499922425732795,0.199578329615113,0.265430925564387,0.358720210107204,0.498414495017155,-4.23187257348761,-3.88799097217052,-3.49166417108643,-2.62903486034603,-4.11235813098593,-3.77402463950474,-3.29472858591459,-2.57701572323626,0,0,2.473729742793,1,2.473729742793,NA,NA,NA,3.02276432387415,NA,NA,NA,NA,NA,0,0,1.00272727061281,0.904178487566021,0.674350514861905,0.160681199603302,-0.397299036037761,0,0.0199999999999996,1,1,0.333333333333333,1,0.530619096463515,0.530618341486654,0.920823024407422,0.509632344304828,0,0,0.78392615487649,1.14614614614615,1.71929573121019,0.385385385385385,0.479591836734694,0,0.85
1,2,1,3,2,100,-5,-5,5,5,79.6932710189102,137.034742044641,1,1,1,1,TRUE,0,0,0.76440448576536,0.132602178304506,2,0,0.0300000000000002,0.253665717011528,97.5560449318643,0.32259939816214,2.31139035868193,7.16489358582192,0.248770900018803,1,1,1,0,0.00999999999999979,0.17972558193763,0.221902602922453,0.306337295811847,0.487534406427299,0.183545209646797,0.208142890632647,0.296387995418847,0.483194474577912,-4.31260240429979,-4.09085622021787,-3.64693982889451,-2.6942938878712,-4.20319209791655,-4.07656074053047,-3.62226598777788,-2.66056727975595,0,0,2.33379428440091,1,2.33379428440091,NA,NA,NA,7.16489358582192,NA,NA,NA,NA,NA,0,0,0.993146938510993,0.904649793512946,0.592026912325855,0.155977283849049,-0.443551848330796,0,0.0199999999999996,1,1,0.333333333333333,1,0.524673595107139,0.52467267130633,0.922078563801824,0.513790033648639,0,0,0.740633147835669,1.10610610610611,1.75891659032773,0.685685685685685,0.397959183673469,0,0.89
1,2,1,4,2,100,-5,-5,5,5,79.8805289027238,131.435088933063,1,1,1,1,TRUE,0,0,0.560635895634883,-0.382416522495228,1,0,0.0300000000000002,0.257738159067452,97.5098018501247,0.659138049458407,2.06431001486917,3.13183257523269,0.250372351534796,1,1,1,0,0.00999999999999979,0.211683608433546,0.270568996472747,0.364868906074874,0.52948428655101,0.214710855862015,0.271549364038349,0.370892714311041,0.527433772183222,-4.14896244374657,-3.83904466698359,-3.34273786989863,-2.4763559976387,-4.07475749618856,-3.77983028499182,-3.26435128691591,-2.45208124117862,0,0,2.16698841845844,1,2.16698841845844,NA,NA,NA,3.13183257523269,NA,NA,NA,NA,NA,0,0.0200000000000005,1.05322621248741,0.921338415378697,0.744754077638615,0.13387328759444,-0.40824083680802,0,0.0199999999999996,1,1,0.333333333333333,1,0.512090157052349,0.51205763540867,0.90729586827252,0.506750369968843,0,0,0.770161820276511,1.14614614614615,2.31934505927443,0.365365365365365,0.479591836734694,0,0.840000000000001
1,2,1,5,2,100,-5,-5,5,5,79.5314555004972,138.895753099554,1,1,1,1,TRUE,0,0,0.738815014906246,0.00208506702931599,1,0,0.0299999999999994,0.238337447066472,97.5667389914479,0.514655219178388,2.2020921133509,4.2787715567451,0.230409903122466,1,1,1,0,0.0200000000000005,0.143289450077794,0.272660367502924,0.335358883023357,0.490607406905914,0.146892551698748,0.27467827487688,0.325923582390125,0.495090594314909,-4.50585401353253,-3.82542995716093,-3.49566822161802,-2.67914135090918,-4.37684509409067,-3.72124383694454,-3.45833114847706,-2.59042428903124,0,0,2.2614331010025,1,2.2614331010025,NA,NA,NA,4.2787715567451,NA,NA,NA,NA,NA,0,0.00999999999999979,0.902054598498755,0.91511633907695,0.615837240110417,0.123829522713435,-0.404679950470296,0,0.0200000000000005,1,1,0.333333333333333,1,0.507256845700794,0.507256811538968,0.920221187686846,0.505745210872426,0,0,0.804195355217396,1.06606606606607,2.21485523372636,0.445445445445445,0.489795918367347,0,0.779999999999999
1,2,1,6,2,100,-5,-5,5,5,79.6968963336833,131.803533274139,1,1,1,1,TRUE,0,0,0.668713405462627,-0.192229321419537,1,0,0.04,0.274950115593386,97.5468530117949,0.679039430255562,2.31344983654612,3.40694477149204,0.291728309492989,1,1,1,0,0,0.170706016748465,0.261456526212913,0.336864437689564,0.511308637735599,0.17428360594783,0.212614530980743,0.344527925721933,0.505913959781756,-4.36167802487759,-3.88437502874881,-3.48776654366124,-2.5702759440974,-4.25371401095799,-4.05625057915506,-3.37669297380106,-2.54530578178433,0,0,2.41104638986003,1,2.41104638986003,NA,NA,NA,3.40694477149204,NA,NA,NA,NA,NA,0,0,0.985474288693273,0.921263526421265,0.70361394767094,0.130125476619338,-0.412362744523203,0,0.0199999999999996,1,1,0.333333333333333,1,0.568833123227962,0.56882000991411,0.915093802025651,0.508350145516413,0,0,0.729769114623604,1.08608608608609,2.78898029238044,0.585585585585585,0.408163265306122,0,0.909999999999999
1,2,1,7,2,100,-5,-5,5,5,79.6063492924171,142.034899454192,1,1,1,1,TRUE,0,0,0.889143810860787,0.483766314329857,1,0,0.0300000000000002,0.331573879215854,97.5442693781972,0.607200718632181,2.60005380889476,4.28203348433415,0.325021574859751,1,1,1,0,0.0199999999999996,0.140529509883467,0.258516178568972,0.338142246820726,0.496516912457677,0.143732753861803,0.246326103787184,0.313526090901314,0.495630896161514,-4.52256312224828,-3.90171323519557,-3.48271813997574,-2.64934523125497,-4.40529284844514,-3.87747428156355,-3.53174621128571,-2.59485997641181,0,0,2.67001358083729,1,2.67001358083729,NA,NA,NA,4.28203348433415,NA,NA,NA,NA,NA,0,0.00999999999999979,1.07493098364178,0.911718664548288,0.710662022430624,0.156367270574418,-0.374905815592139,0,0.0200000000000005,1,1,0.333333333333333,1,0.500563021462875,0.500260147739893,0.926444399553614,0.531167425120648,0,0,0.755892627157585,1.16616616616617,2.66333272517498,0.605605605605605,0.418367346938776,0,0.859999999999999
1,2,1,8,2,100,-5,-5,5,5,79.5413192510885,138.725053213797,1,1,1,1,TRUE,0,0,0.695205596045936,0.00835223795768014,1,0,0.0299999999999994,0.287660837725821,97.5488614865389,0.404565249386239,2.37105530801623,5.86074882015528,0.280872366976686,1,1,1,0,0,0.119898573713586,0.241377751109491,0.322276508588512,0.495191950001677,0.122645751201263,0.221572460707193,0.331090755661208,0.51330864982724,-4.6339857260181,-3.99436311293322,-3.56840801706182,-2.65795876270968,-4.51604706897156,-4.00683693279344,-3.44310822730985,-2.5051694323597,0,0,2.40532249702257,1,2.40532249702257,NA,NA,NA,5.86074882015528,NA,NA,NA,NA,NA,0,0,0.96364612518621,0.898536773372737,0.69749539214183,0.158621771551511,-0.38050803520267,0,0.0300000000000002,1,1,0.333333333333333,1,0.512143210911303,0.512140469287992,0.9180361830952,0.517205537657466,0,0,0.767655015138602,1.08608608608609,2.01978575681988,0.725725725725725,0.397959183673469,0,0.85
1,2,1,9,2,100,-5,-5,5,5,80.2366709609346,132.857649894052,1,1,1,1,TRUE,0,0,0.525124302528659,-0.547586696160126,1,0,0.0300000000000002,0.222236447497534,97.5742102959168,0.402990365642344,2.07377810224223,5.14597439305217,0.214534508426945,1,1,1,0,0.0199999999999996,0.248413839225232,0.275826799601075,0.328344563177433,0.492723645820825,0.253163830979208,0.316166747923535,0.354749207432195,0.496879895650333,-3.9568856488877,-3.81256427209055,-3.53607330425161,-2.67066456333164,-3.85810635401062,-3.53263744360311,-3.33332300442847,-2.59908525047331,0,0,2.1125711472374,1,2.1125711472374,NA,NA,NA,5.14597439305217,NA,NA,NA,NA,NA,0,0,0.914982639168776,0.91296009793846,0.637773089635165,0.141543457947368,-0.395552619500057,0,0.0200000000000005,1,1,0.333333333333333,1,0.506494235537889,0.506458538645729,0.912974073969724,0.497749248447337,0,0,0.744653438302535,1.10610610610611,2.42876438246045,0.705705705705705,0.36734693877551,0,0.859999999999999
1,2,1,10,2,100,-5,-5,5,5,79.8122059173241,134.909423012021,1,1,1,1,TRUE,0,0,0.707815093459445,-0.0708886691283173,1,0,0.0300000000000002,0.266181937813003,97.5539690611934,0.402382467469606,2.30429240801159,5.72662229172706,0.260265418795394,1,1,1,0,0.0199999999999996,0.169479045450334,0.222977510614186,0.311809183597047,0.491769524764962,0.173516566741781,0.226257309894855,0.318327052371683,0.480030487932236,-4.36909050771835,-4.08765313392972,-3.62033967592719,-2.67362904321495,-4.24668123249039,-3.97568593467444,-3.50260827609975,-2.67173506389627,0,0.0100000000000007,2.33916120687454,1,2.33916120687454,NA,NA,NA,5.72662229172706,NA,NA,NA,NA,NA,0,0,0.941168212110599,0.907954023112892,0.655564775941223,0.150289557816499,-0.440034269510468,0,0.0199999999999996,1,1,0.333333333333333,1,0.526134411298949,0.526132988680629,0.920294549029085,0.518781762373058,0,0,0.745742335272378,1.12612612612613,2.54334576130465,0.625625625625625,0.36734693877551,0,0.88
